state,state_code,dayspostlegal,distance,income,legal,month,ppg,quality_score,quantity,year
Colorado,8,253,2343.937,48869,1,7,8.1130114,3,28.349524,2013
Colorado,8,201,1947.1979999999999,48869,1,5,7.0547924,2,28.349524,2013
Colorado,8,193,2343.937,48869,1,5,7.0547924,3,28.349524,2013
Colorado,8,297,2358.2251,48869,1,8,8.4657507,2,14.174762,2013
Colorado,8,200,2230.3601,48869,1,5,8.818489999999999,2,28.349524,2013
Colorado,8,166,2343.937,48869,1,4,10.582189,3,28.349524,2013
Colorado,8,141,2224.3569,48869,1,3,7.0547924,2,3.5436904,2013
Colorado,8,255,2296.5459,48869,1,7,4.0084047,3,4.9895163,2013
Colorado,8,151,2230.3601,48869,1,4,2.4691772000000003,2,28.349524,2013
Colorado,8,217,2343.937,48869,1,6,5.6438336,2,28.349524,2013
Colorado,8,193,2285.134,48869,1,5,7.0547924,3,7.087380900000001,2013
Colorado,8,90,2162.062,48869,1,1,5.996573400000001,3,28.349524,2013
Colorado,8,175,2343.937,48869,1,4,9.876709,3,3.5436904,2013
Colorado,8,306,2262.7981,48869,1,9,6.012607099999999,3,4.9895163,2013
Colorado,8,245,1947.1979999999999,48869,1,7,5.8202038,2,28.349524,2013
Colorado,8,186,2444.1411,48869,1,5,4.2328753,2,14.174762,2013
Colorado,8,279,2162.365,48869,1,8,4.9383545,2,28.349524,2013
Colorado,8,117,2343.937,48869,1,2,9.876709,3,3.5436904,2013
Colorado,8,245,2343.937,48869,1,7,2.786643,2,28.349524,2013
Colorado,8,173,2444.1411,48869,1,4,9.876709,3,28.349524,2013
Colorado,8,251,2387.7419,48869,1,7,11.0,2,1.0,2013
Colorado,8,324,2343.937,48869,1,9,6.1729430999999995,3,28.349524,2013
Colorado,8,101,2443.0171,48869,1,2,7.0547924,2,7.087380900000001,2013
Colorado,8,163,2375.9221,48869,1,4,8.0054379,2,19.986414,2013
Colorado,8,69,2343.937,48869,1,1,7.0547924,2,3.5436904,2013
Colorado,8,76,2230.3601,48869,1,1,1.2345886000000001,2,28.349524,2013
Colorado,8,116,2343.937,48869,1,2,9.876709,3,3.5436904,2013
Colorado,8,289,2343.937,48869,1,8,6.5256829000000005,2,28.349524,2013
Colorado,8,134,2268.8831,48869,1,3,1.7636981,2,14.174762,2013
Colorado,8,67,2343.937,48869,1,1,17.636979999999998,3,14.174762,2013
Colorado,8,162,2422.5779,48869,1,4,9.876709,3,7.087380900000001,2013
Colorado,8,152,2343.937,48869,1,4,22.575335,3,3.5436904,2013
Colorado,8,297,2343.937,48869,1,8,5.6438336,3,7.087380900000001,2013
Colorado,8,132,2371.656,48869,1,3,12.698627,3,3.5436904,2013
Colorado,8,119,2064.9041,48869,1,2,4.5856152,2,14.174762,2013
Colorado,8,219,2197.093,48869,1,6,19.047939000000003,2,28.349524,2013
Colorado,8,200,1751.839,48869,1,5,5.2910943,2,28.349524,2013
Colorado,8,284,2343.937,48869,1,8,6.1729430999999995,2,28.349524,2013
Colorado,8,248,2343.937,48869,1,7,5.2910943,2,28.349524,2013
Colorado,8,153,2371.656,48869,1,4,8.4657507,2,3.5436904,2013
Colorado,8,86,2343.937,48869,1,1,10.582189,3,28.349524,2013
Colorado,8,163,2387.7419,48869,1,4,7.0547924,2,28.349524,2013
Colorado,8,129,2400.217,48869,1,3,3.5273962,2,28.349524,2013
Colorado,8,272,2343.937,48869,1,7,5.2910943,2,28.349524,2013
Colorado,8,174,2343.937,48869,1,4,5.6438336,3,3.5436904,2013
Colorado,8,214,2362.25,48869,1,6,4.5856152,3,28.349524,2013
Colorado,8,300,2343.937,48869,1,8,8.4657507,3,3.5436904,2013
Colorado,8,290,2387.7419,48869,1,8,10.582189,2,28.349524,2013
Colorado,8,95,2343.937,48869,1,2,8.4657507,2,28.349524,2013
Colorado,8,175,2064.9041,48869,1,4,15.0,3,1.0,2013
Colorado,8,279,2191.509,48869,1,8,8.818489999999999,2,28.349524,2013
Colorado,8,165,2343.937,48869,1,4,14.109585000000001,3,28.349524,2013
Colorado,8,321,2343.937,48869,1,9,12.698627,3,3.5436904,2013
Colorado,8,201,2343.937,48869,1,5,6.3493133,3,28.349524,2013
Colorado,8,200,2343.937,48869,1,5,8.4657507,3,14.174762,2013
Colorado,8,215,2343.937,48869,1,6,12.345886,2,28.349524,2013
Colorado,8,176,2343.937,48869,1,4,8.818489999999999,2,28.349524,2013
Colorado,8,112,2343.937,48869,1,2,5.2910943,3,28.349524,2013
Colorado,8,329,2343.937,48869,1,9,5.6438336,2,14.174762,2013
Colorado,8,81,2443.0171,48869,1,1,7.0547924,3,7.087380900000001,2013
Colorado,8,305,2162.062,48869,1,9,5.6438336,3,28.349524,2013
Colorado,8,169,2355.0391,48869,1,4,8.4657507,3,3.5436904,2013
Colorado,8,142,2343.937,48869,1,3,11.287666999999999,3,3.5436904,2013
Colorado,8,217,2343.937,48869,1,6,5.6438336,2,14.174762,2013
Colorado,8,217,2422.5779,48869,1,6,11.287666999999999,2,3.5436904,2013
Colorado,8,243,2385.1631,48869,1,7,10.0,3,1.0,2013
Colorado,8,140,2162.062,48869,1,3,1.7636981,2,28.349524,2013
Colorado,8,61,2343.937,48869,1,1,8.818489999999999,3,28.349524,2013
Colorado,8,171,2343.937,48869,1,4,1.0002068000000002,3,14.996898000000002,2013
Colorado,8,176,2203.4199,48869,1,4,4.409244999999999,3,28.349524,2013
Colorado,8,232,2203.4199,48869,1,6,4.0565057,3,28.349524,2013
Colorado,8,182,2191.509,48869,1,5,8.6421204,3,28.349524,2013
Colorado,8,247,2230.3601,48869,1,7,6.3493133,3,28.349524,2013
Colorado,8,95,2285.134,48869,1,2,7.0547924,3,28.349524,2013
Colorado,8,186,2343.937,48869,1,5,5.2910943,3,28.349524,2013
Colorado,8,89,2230.3601,48869,1,1,7.0547924,2,28.349524,2013
Colorado,8,112,2343.937,48869,1,2,6.3493133,3,28.349524,2013
Colorado,8,217,2343.937,48869,1,6,20.042023,3,4.9895163,2013
Colorado,8,172,2343.937,48869,1,4,9.876709,2,3.5436904,2013
Colorado,8,207,2382.1731,48869,1,5,8.0168095,3,4.9895163,2013
Colorado,8,264,2343.937,48869,1,7,8.818489999999999,3,28.349524,2013
Colorado,8,69,2334.385,48869,1,1,7.0547924,3,28.349524,2013
Colorado,8,249,2339.0271,48869,1,7,12.025214,2,4.9895163,2013
Colorado,8,292,2230.3601,48869,1,8,9.018910400000001,3,4.9895163,2013
Colorado,8,159,2355.0391,48869,1,4,9.876709,2,3.5436904,2013
Colorado,8,248,2368.571,48869,1,7,4.0084047,3,4.9895163,2013
Colorado,8,310,2171.8789,48869,1,9,9.018910400000001,3,4.9895163,2013
Colorado,8,274,2343.937,48869,1,8,2.1164377,2,28.349524,2013
Colorado,8,270,2387.7419,48869,1,7,5.2910943,3,14.174762,2013
Colorado,8,232,2343.937,48869,1,6,7.7602715,3,28.349524,2013
Colorado,8,293,2162.062,48869,1,8,4.9383545,2,14.174762,2013
Colorado,8,258,2382.1731,48869,1,7,35.0,2,1.0,2013
Colorado,8,162,2358.2251,48869,1,4,7.0547924,3,28.349524,2013
Colorado,8,77,2296.5459,48869,1,1,11.287666999999999,2,3.5436904,2013
Colorado,8,317,2443.0171,48869,1,9,7.7602715,2,28.349524,2013
Colorado,8,78,2343.937,48869,1,1,5.996573400000001,3,28.349524,2013
Colorado,8,310,2375.874,48869,1,9,10.021011,3,4.9895163,2013
Colorado,8,235,2387.7419,48869,1,6,6.3493133,2,28.349524,2013
Colorado,8,282,2361.2371,48869,1,8,8.4657507,2,3.5436904,2013
Colorado,8,250,2375.874,48869,1,7,5.6438336,2,7.087380900000001,2013
Colorado,8,278,2334.385,48869,1,8,5.2910943,3,28.349524,2013
Colorado,8,218,2343.937,48869,1,6,14.109585000000001,3,7.087380900000001,2013
Colorado,8,234,2186.2539,48869,1,6,10.582189,2,28.349524,2013
Colorado,8,312,2224.333,48869,1,9,1.4109584,2,28.349524,2013
Colorado,8,227,2339.0271,48869,1,6,5.6438336,2,28.349524,2013
Colorado,8,67,2387.7419,48869,1,1,9.3123255,3,3.5436904,2013
Colorado,8,152,2339.0271,48869,1,4,99.926239,3,10.007381,2013
Colorado,8,183,2064.9041,48869,1,5,9.876709,3,3.5436904,2013
Colorado,8,304,2343.937,48869,1,9,3.5273962,3,28.349524,2013
Colorado,8,216,2343.937,48869,1,6,6.3493133,2,28.349524,2013
Colorado,8,63,2337.2581,48869,1,1,3.5273962,2,28.349524,2013
Colorado,8,175,2443.0171,48869,1,4,5.6438336,2,14.174762,2013
Colorado,8,251,2387.7419,48869,1,7,3.8448617,3,28.349524,2013
Colorado,8,120,2212.2271,48869,1,3,7.0547924,3,14.174762,2013
Colorado,8,156,2343.937,48869,1,4,8.818489999999999,3,28.349524,2013
Colorado,8,216,2230.3601,48869,1,6,8.4657507,2,14.174762,2013
Colorado,8,280,2387.7419,48869,1,8,4.409244999999999,3,28.349524,2013
Colorado,8,267,2343.937,48869,1,7,70.54791999999999,3,7.087380900000001,2013
Colorado,8,304,2064.9041,48869,1,9,11.287666999999999,3,14.174762,2013
Colorado,8,325,2343.937,48869,1,9,4.9383545,3,28.349524,2013
Colorado,8,173,2230.3601,48869,1,4,10.021011,2,4.9895163,2013
Colorado,8,73,2349.8269,48869,1,1,10.582189,2,28.349524,2013
Colorado,8,312,2343.937,48869,1,9,7.0547924,3,28.349524,2013
Colorado,8,318,2343.937,48869,1,9,7.0547924,2,14.174762,2013
Colorado,8,135,2444.1411,48869,1,3,10.006798,2,19.986414,2013
Colorado,8,231,2343.937,48869,1,6,6.5256829000000005,3,28.349524,2013
Colorado,8,216,2339.0271,48869,1,6,6.8784222999999995,3,28.349524,2013
Colorado,8,158,2358.2251,48869,1,4,10.021011,3,4.9895163,2013
Colorado,8,124,2343.937,48869,1,3,2.716095,2,28.349524,2013
Colorado,8,275,2230.3601,48869,1,8,10.021011,2,4.9895163,2013
Colorado,8,100,2343.937,48869,1,2,20.042023,2,4.9895163,2013
Colorado,8,167,2230.3601,48869,1,4,6.9948368,3,10.007381,2013
Colorado,8,112,2339.0271,48869,1,2,2.6455472,3,28.349524,2013
Colorado,8,302,2343.937,48869,1,8,12.025214,2,4.9895163,2013
Colorado,8,284,2230.3601,48869,1,8,4.2328753,2,28.349524,2013
Colorado,8,309,2343.937,48869,1,9,14.109585000000001,3,28.349524,2013
Colorado,8,276,2230.3601,48869,1,8,8.1130114,3,28.349524,2013
Colorado,8,308,2182.2070000000003,48869,1,9,3.5273962,2,28.349524,2013
Colorado,8,315,2339.0271,48869,1,9,9.876709,3,7.087380900000001,2013
Colorado,8,263,2339.0271,48869,1,7,8.818489999999999,2,28.349524,2013
Colorado,8,316,2339.0271,48869,1,9,5.6438336,2,28.349524,2013
Colorado,8,146,2343.937,48869,1,3,7.0547924,2,3.5436904,2013
Colorado,8,168,2323.335,48869,1,4,10.021011,2,4.9895163,2013
Colorado,8,223,2343.937,48869,1,6,8.0168095,3,4.9895163,2013
Colorado,8,238,2343.937,48869,1,6,7.0547924,3,14.174762,2013
Colorado,8,195,2444.1411,48869,1,5,5.0105057,2,4.9895163,2013
Colorado,8,140,2337.2581,48869,1,3,14.109585000000001,3,3.5436904,2013
Colorado,8,197,2230.3601,48869,1,5,6.1729430999999995,2,28.349524,2013
Colorado,8,169,2343.937,48869,1,4,8.4657507,2,28.349524,2013
Colorado,8,216,2064.5549,48869,1,6,3.5273962,3,28.349524,2013
Colorado,8,152,2289.7229,48869,1,4,3.5273962,2,14.174762,2013
Colorado,8,120,2343.937,48869,1,3,3.8801358,2,28.349524,2013
Colorado,8,333,2343.937,48869,1,9,14.109585000000001,3,3.5436904,2013
Colorado,8,243,2371.656,48869,1,7,9.992624300000001,2,10.007381,2013
Colorado,8,292,2343.937,48869,1,8,6.012607099999999,2,4.9895163,2013
Colorado,8,68,2343.937,48869,1,1,10.021011,2,4.9895163,2013
Colorado,8,328,2162.02,48869,1,9,5.6438336,2,3.5436904,2013
Colorado,8,67,2337.2581,48869,1,1,1.3336091,2,14.996898000000002,2013
Colorado,8,231,2343.937,48869,1,6,10.0,3,1.0,2013
Colorado,8,321,2443.0171,48869,1,9,8.818489999999999,2,28.349524,2013
Colorado,8,225,2337.2581,48869,1,6,9.992624300000001,2,10.007381,2013
Colorado,8,221,2343.937,48869,1,6,7.0547924,2,14.174762,2013
Colorado,8,290,2343.937,48869,1,8,4.2328753,3,14.174762,2013
Colorado,8,282,2334.385,48869,1,8,7.0547924,2,3.5436904,2013
Colorado,8,299,2230.3601,48869,1,8,10.934928,3,28.349524,2013
Colorado,8,308,2396.657,48869,1,9,6.3493133,2,28.349524,2013
Colorado,8,305,2343.937,48869,1,9,1.4109584,3,28.349524,2013
Colorado,8,318,2343.937,48869,1,9,3.5273962,2,28.349524,2013
Colorado,8,230,2387.7419,48869,1,6,7.0547924,2,28.349524,2013
Colorado,8,243,2343.937,48869,1,7,9.171230300000001,2,14.174762,2013
Colorado,8,178,2230.3601,48869,1,4,7.0547924,3,3.5436904,2013
Colorado,8,109,2304.843,48869,1,2,20.042023,2,4.9895163,2013
Colorado,8,250,2343.937,48869,1,7,7.0547924,3,28.349524,2013
Colorado,8,206,2387.7419,48869,1,5,1.7636981,2,28.349524,2013
Colorado,8,135,2343.937,48869,1,3,3.5273962,3,28.349524,2013
Colorado,8,243,2368.571,48869,1,7,3.5273962,2,28.349524,2013
Colorado,8,66,2339.0271,48869,1,1,7.0547924,3,7.087380900000001,2013
Colorado,8,126,2444.1411,48869,1,3,4.0084047,1,4.9895163,2013
Colorado,8,235,2343.937,48869,1,6,6.490408900000001,2,28.349524,2013
Colorado,8,176,1947.1979999999999,48869,1,4,14.109585000000001,2,7.087380900000001,2013
Colorado,8,308,2370.624,48869,1,9,5.6438336,2,14.174762,2013
Colorado,8,202,2387.7419,48869,1,5,5.8202038,3,28.349524,2013
Colorado,8,153,2334.385,48869,1,4,37.772118,3,10.007381,2013
Colorado,8,152,2343.937,48869,1,4,1.4109584,2,14.174762,2013
Colorado,8,76,2361.2371,48869,1,1,8.818489999999999,3,28.349524,2013
Colorado,8,224,2296.5459,48869,1,6,5.0105057,1,4.9895163,2013
Colorado,8,326,2343.937,48869,1,9,1.8342459999999998,3,28.349524,2013
Colorado,8,266,1838.4041,48869,1,7,2.1164377,3,28.349524,2013
Colorado,8,303,2387.7419,48869,1,8,28.219170000000002,3,28.349524,2013
Colorado,8,144,2016.511,48869,1,3,4.9383545,3,28.349524,2013
Colorado,8,79,2343.937,48869,1,1,7.4075317,3,28.349524,2013
Colorado,8,182,2343.937,48869,1,5,8.4657507,3,14.174762,2013
Colorado,8,312,2343.937,48869,1,9,5.2910943,2,28.349524,2013
Colorado,8,204,2343.937,48869,1,5,10.582189,3,28.349524,2013
Colorado,8,331,2343.937,48869,1,9,1.9400679,2,28.349524,2013
Colorado,8,107,2343.937,48869,1,2,12.698627,2,14.174762,2013
Colorado,8,208,2339.0271,48869,1,5,5.6438336,2,28.349524,2013
Colorado,8,89,2162.02,48869,1,1,31.746565000000004,3,28.349524,2013
Colorado,8,333,2162.062,48869,1,9,7.9366411999999995,3,28.349524,2013
Colorado,8,206,2343.937,48869,1,5,5.2910943,3,28.349524,2013
Colorado,8,314,2388.5820000000003,48869,1,9,7.0547924,3,14.174762,2013
Colorado,8,89,2064.9041,48869,1,1,5.2910943,2,28.349524,2013
Colorado,8,250,2343.937,48869,1,7,1.0006796999999998,2,19.986414,2013
Colorado,8,117,2230.3601,48869,1,2,16.931501,2,3.5436904,2013
Colorado,8,290,2147.177,48869,1,8,1.7636981,2,14.174762,2013
Colorado,8,208,2349.8269,48869,1,5,10.582189,3,28.349524,2013
Colorado,8,165,2368.571,48869,1,4,1.9985248,3,10.007381,2013
Colorado,8,86,2230.3601,48869,1,1,14.109585000000001,3,3.5436904,2013
Colorado,8,196,2337.2581,48869,1,5,9.876709,2,3.5436904,2013
Colorado,8,151,2230.3601,48869,1,4,1.4109584,1,28.349524,2013
Colorado,8,238,2358.2251,48869,1,6,10.021011,3,4.9895163,2013
Colorado,8,283,2422.5779,48869,1,8,3.5273962,3,28.349524,2013
Colorado,8,172,2343.937,48869,1,4,8.4657507,3,28.349524,2013
Colorado,8,133,2443.0171,48869,1,3,10.021011,3,4.9895163,2013
Colorado,8,208,2285.134,48869,1,5,10.582189,3,28.349524,2013
Colorado,8,315,1751.839,48869,1,9,9.876709,2,3.5436904,2013
Colorado,8,257,2387.7419,48869,1,7,7.0547924,2,28.349524,2013
Colorado,8,247,2443.0171,48869,1,7,8.4657507,2,28.349524,2013
Colorado,8,70,2343.937,48869,1,1,7.0547924,2,28.349524,2013
Colorado,8,312,2392.656,48869,1,9,4.5856152,2,28.349524,2013
Colorado,8,127,2343.937,48869,1,3,3.5273962,2,28.349524,2013
Colorado,8,319,2339.0271,48869,1,9,10.021011,1,4.9895163,2013
Colorado,8,190,2343.937,48869,1,5,14.109585000000001,3,28.349524,2013
Colorado,8,97,1802.519,48869,1,2,3.5273962,3,28.349524,2013
Colorado,8,300,2339.0271,48869,1,8,9.876709,2,3.5436904,2013
Colorado,8,311,2343.937,48869,1,9,3.5273962,2,28.349524,2013
Colorado,8,61,2343.937,48869,1,1,7.0547924,3,28.349524,2013
Colorado,8,131,2387.7419,48869,1,3,7.0547924,3,28.349524,2013
Colorado,8,311,2343.937,48869,1,9,6.3493133,2,28.349524,2013
Colorado,8,327,2296.5459,48869,1,9,1.0006796999999998,1,19.986414,2013
Colorado,8,203,2230.3601,48869,1,5,11.287666999999999,3,3.5436904,2013
Colorado,8,236,2339.0271,48869,1,6,10.021011,3,4.9895163,2013
Colorado,8,134,2470.2429,48869,1,3,14.109585000000001,3,7.087380900000001,2013
Colorado,8,92,2343.937,48869,1,2,5.2910943,3,28.349524,2013
Colorado,8,101,2238.3069,48869,1,2,11.464038,3,28.349524,2013
Colorado,8,280,2343.937,48869,1,8,8.818489999999999,3,28.349524,2013
Colorado,8,185,2064.9041,48869,1,5,5.0105057,2,4.9895163,2013
Colorado,8,84,1947.1979999999999,48869,1,1,2.0042023999999996,2,4.9895163,2013
Colorado,8,258,2343.937,48869,1,7,10.582189,3,28.349524,2013
Colorado,8,260,2230.3601,48869,1,7,7.7602715,3,7.087380900000001,2013
Colorado,8,220,2230.3601,48869,1,6,5.6438336,2,3.5436904,2013
Colorado,8,140,2343.937,48869,1,3,8.4657507,2,3.5436904,2013
Colorado,8,192,2370.624,48869,1,5,6.8784222999999995,3,28.349524,2013
Colorado,8,144,2387.7419,48869,1,3,2.0042023999999996,3,4.9895163,2013
Colorado,8,168,2343.937,48869,1,4,5.6438336,2,28.349524,2013
Colorado,8,318,2343.937,48869,1,9,5.2910943,3,28.349524,2013
Colorado,8,216,2268.8831,48869,1,6,11.287666999999999,2,28.349524,2013
Colorado,8,190,2444.1411,48869,1,5,10.582189,3,28.349524,2013
Colorado,8,111,2197.208,48869,1,2,12.698627,2,3.5436904,2013
Colorado,8,68,1767.8529999999998,48869,1,1,20.042023,2,4.9895163,2013
Colorado,8,314,2343.937,48869,1,9,28.219170000000002,2,28.349524,2013
Colorado,8,71,2358.2251,48869,1,1,1.4109584,2,28.349524,2013
Colorado,8,277,2343.937,48869,1,8,6.3493133,3,28.349524,2013
Colorado,8,221,2433.3059,48869,1,6,7.0547924,2,28.349524,2013
Colorado,8,93,2444.1411,48869,1,2,8.4657507,3,7.087380900000001,2013
Colorado,8,90,2230.3601,48869,1,1,3.5273962,3,28.349524,2013
Colorado,8,117,2443.0171,48869,1,2,10.582189,2,28.349524,2013
Colorado,8,165,2343.937,48869,1,4,10.021011,2,4.9895163,2013
Colorado,8,209,2064.9041,48869,1,5,7.9366411999999995,3,28.349524,2013
Colorado,8,130,2337.2581,48869,1,3,6.3493133,3,28.349524,2013
Colorado,8,181,2343.937,48869,1,5,6.1729430999999995,2,28.349524,2013
Colorado,8,113,2296.5459,48869,1,2,4.2328753,2,28.349524,2013
Colorado,8,169,2343.937,48869,1,4,8.4657507,2,28.349524,2013
Colorado,8,193,2323.335,48869,1,5,7.0547924,2,28.349524,2013
Colorado,8,80,2343.937,48869,1,1,4.409244999999999,2,28.349524,2013
Colorado,8,260,2337.2581,48869,1,7,5.6438336,2,28.349524,2013
Colorado,8,291,2337.2581,48869,1,8,8.4657507,3,7.087380900000001,2013
Colorado,8,289,2343.937,48869,1,8,11.287666999999999,2,3.5436904,2013
Colorado,8,224,2343.937,48869,1,6,3.5273962,2,28.349524,2013
Colorado,8,199,2343.937,48869,1,5,14.109585000000001,2,7.087380900000001,2013
Colorado,8,135,2339.0271,48869,1,3,10.582189,2,28.349524,2013
Colorado,8,135,2230.3601,48869,1,3,8.1130114,3,28.349524,2013
Colorado,8,146,2343.937,48869,1,3,7.0547924,3,3.5436904,2013
Colorado,8,147,2339.0271,48869,1,3,5.996573400000001,3,28.349524,2013
Colorado,8,231,2343.937,48869,1,6,6.3493133,3,28.349524,2013
Colorado,8,66,2387.7419,48869,1,1,7.5839019,2,28.349524,2013
Colorado,8,106,2339.0271,48869,1,2,1.2025214,2,4.9895163,2013
Colorado,8,149,2337.2581,48869,1,3,10.021011,3,4.9895163,2013
Colorado,8,125,2343.937,48869,1,3,21.164376999999998,1,28.349524,2013
Colorado,8,198,2230.3601,48869,1,5,5.6438336,3,28.349524,2013
Colorado,8,74,2337.2581,48869,1,1,9.876709,3,28.349524,2013
Colorado,8,144,2343.937,48869,1,3,4.0084047,2,4.9895163,2013
Colorado,8,208,2343.937,48869,1,5,5.2910943,3,28.349524,2013
Colorado,8,179,2230.3601,48869,1,4,4.2328753,3,28.349524,2013
Colorado,8,95,2343.937,48869,1,2,2.8219168,3,3.5436904,2013
Colorado,8,175,2368.571,48869,1,4,9.876709,2,3.5436904,2013
Colorado,8,221,2339.0271,48869,1,6,10.582189,2,28.349524,2013
Colorado,8,192,2343.937,48869,1,5,4.9383545,3,28.349524,2013
Colorado,8,311,2343.937,48869,1,9,14.109585000000001,3,3.5436904,2013
Colorado,8,332,2387.7419,48869,1,9,15.732187,3,14.174762,2013
Colorado,8,289,2155.2471,48869,1,8,8.818489999999999,2,28.349524,2013
Colorado,8,309,2343.937,48869,1,9,4.9383545,3,28.349524,2013
Colorado,8,84,2339.0271,48869,1,1,10.021011,3,4.9895163,2013
Colorado,8,115,2230.3601,48869,1,2,1.0021011999999998,2,4.9895163,2013
Colorado,8,203,2343.937,48869,1,5,10.582189,2,28.349524,2013
Colorado,8,88,2402.2109,48869,1,1,9.523969699999999,3,28.349524,2013
Colorado,8,179,2064.9041,48869,1,4,7.0547924,3,28.349524,2013
Colorado,8,137,2343.937,48869,1,3,5.2910943,3,28.349524,2013
Colorado,8,67,2230.3601,48869,1,1,20.042023,3,4.9895163,2013
Colorado,8,216,2343.937,48869,1,6,3.9506836000000005,2,14.174762,2013
Colorado,8,185,2343.937,48869,1,5,6.1729430999999995,3,28.349524,2013
Colorado,8,180,2230.3601,48869,1,4,7.0547924,3,14.174762,2013
Colorado,8,319,2162.062,48869,1,9,5.2910943,2,28.349524,2013
Colorado,8,252,2339.0271,48869,1,7,2.8219168,2,28.349524,2013
Colorado,8,273,2339.0271,48869,1,8,8.1130114,2,28.349524,2013
Colorado,8,228,2343.937,48869,1,6,8.818489999999999,3,28.349524,2013
Colorado,8,206,2343.937,48869,1,5,9.876709,2,3.5436904,2013
Colorado,8,200,2343.937,48869,1,5,6.7020526,2,28.349524,2013
Colorado,8,275,2400.217,48869,1,8,10.582189,2,7.087380900000001,2013
Colorado,8,297,2230.3601,48869,1,8,7.0547924,2,7.087380900000001,2013
Colorado,8,143,2343.937,48869,1,3,3.5273962,2,28.349524,2013
Colorado,8,73,2343.937,48869,1,1,9.876709,3,28.349524,2013
Colorado,8,92,2162.062,48869,1,2,6.5256829000000005,2,28.349524,2013
Colorado,8,181,2387.7419,48869,1,5,35.238686,1,28.349524,2013
Colorado,8,293,2343.937,48869,1,8,17.636979999999998,2,28.349524,2013
Colorado,8,271,2343.937,48869,1,7,5.6438336,3,28.349524,2013
Colorado,8,238,2432.855,48869,1,6,1.0582188,2,28.349524,2013
Colorado,8,289,2343.937,48869,1,8,24.691772,3,28.349524,2013
Colorado,8,282,2471.666,48869,1,8,12.698627,2,3.5436904,2013
Colorado,8,246,2343.937,48869,1,7,3.5273962,2,14.174762,2013
Colorado,8,208,2343.937,48869,1,5,8.818489999999999,3,28.349524,2013
Colorado,8,211,2443.0171,48869,1,5,1.7636981,2,28.349524,2013
Colorado,8,131,2368.571,48869,1,3,7.0547924,1,14.174762,2013
Colorado,8,128,2343.937,48869,1,3,7.0547924,2,28.349524,2013
Colorado,8,145,2343.937,48869,1,3,24.691772,3,28.349524,2013
Colorado,8,107,2343.937,48869,1,2,7.0547924,2,14.174762,2013
Colorado,8,145,2155.2471,48869,1,3,10.582189,3,28.349524,2013
Colorado,8,165,2339.0271,48869,1,4,7.0547924,3,28.349524,2013
Colorado,8,280,2343.937,48869,1,8,10.0,3,1.0,2013
Colorado,8,172,2343.937,48869,1,4,8.0168095,2,4.9895163,2013
Colorado,8,190,2343.937,48869,1,5,12.025214,1,4.9895163,2013
Colorado,8,235,2343.937,48869,1,6,14.109585000000001,3,3.5436904,2013
Colorado,8,165,2337.2581,48869,1,4,5.2910943,2,28.349524,2013
Colorado,8,75,2387.7419,48869,1,1,9.523969699999999,3,28.349524,2013
Colorado,8,303,2339.0271,48869,1,8,5.996573400000001,3,14.174762,2013
Colorado,8,333,2339.0271,48869,1,9,7.0547924,2,14.174762,2013
Colorado,8,195,2337.2581,48869,1,5,4.0084047,2,4.9895163,2013
Colorado,8,163,2387.7419,48869,1,4,3.5273962,2,28.349524,2013
Colorado,8,137,2387.7419,48869,1,3,7.0547924,2,28.349524,2013
Colorado,8,92,2343.937,48869,1,2,2.8219168,2,28.349524,2013
Colorado,8,181,2339.0271,48869,1,5,5.6438336,2,28.349524,2013
Colorado,8,265,1947.1979999999999,48869,1,7,14.109585000000001,2,3.5436904,2013
Colorado,8,200,2230.3601,48869,1,5,3.5273962,3,28.349524,2013
Colorado,8,299,2339.0271,48869,1,8,5.2910943,2,28.349524,2013
Colorado,8,217,2230.3601,48869,1,6,7.0547924,2,28.349524,2013
Colorado,8,75,1767.8529999999998,48869,1,1,5.2910943,3,28.349524,2013
Colorado,8,300,2358.2251,48869,1,8,2.8219168,2,28.349524,2013
Colorado,8,167,1751.839,48869,1,4,14.109585000000001,3,3.5436904,2013
Colorado,8,300,2343.937,48869,1,8,6.384586799999999,2,28.349524,2013
Colorado,8,174,2323.335,48869,1,4,7.9366411999999995,3,28.349524,2013
Colorado,8,111,2443.0171,48869,1,2,8.4657507,3,14.174762,2013
Colorado,8,262,2343.937,48869,1,7,7.9940991,3,10.007381,2013
Colorado,8,228,2459.9031,48869,1,6,16.033619,2,4.9895163,2013
Colorado,8,306,2343.937,48869,1,9,7.0547924,3,28.349524,2013
Colorado,8,130,2296.5459,48869,1,3,3.5273962,2,28.349524,2013
Colorado,8,64,2343.937,48869,1,1,6.3493133,3,28.349524,2013
Colorado,8,167,2343.937,48869,1,4,5.2910943,3,28.349524,2013
Colorado,8,90,2343.937,48869,1,1,10.021011,3,4.9895163,2013
Colorado,8,334,2337.2581,48869,1,10,2.8219168,1,3.5436904,2013
Colorado,8,113,2051.7419,48869,1,2,24.050428,3,4.9895163,2013
Colorado,8,330,2343.937,48869,1,9,5.2910943,3,28.349524,2013
Colorado,8,324,2339.0271,48869,1,9,6.012607099999999,2,4.9895163,2013
Colorado,8,176,2230.3601,48869,1,4,1.9985248,2,10.007381,2013
Colorado,8,92,2343.937,48869,1,2,21.164376999999998,3,28.349524,2013
Colorado,8,278,2362.25,48869,1,8,7.7602715,2,7.087380900000001,2013
